task_identifier,task_description,golden_steps,app_package,app_name,trajectory_id,original_goal,task_reasonable,task_completed,task_id,difficulty_level,core_functionality,variation_type,prerequisites
260116184222.625411_90D49C42EA271A2C-002,"In the Broccoli Recipe app, find all recipes titled 'BBQ Chicken Quesadillas'. Delete all but one of them. Then, edit the remaining one to have a preparation time equal to the sum of the preparation times of all the original 'BBQ Chicken Quesadillas' recipes.",25,com.flauschcode.broccoli,Broccoli Recipe,260116184222.625411_90D49C42EA271A2C,"Tap the three-dot menu, select ""Edit"", change the cooking time to ""1 hr 30 mins"", and save the recipe.",TRUE,TRUE,task_2,,"Data aggregation, conditional deletion, editing",step_progression,There must be at least two duplicate recipes titled 'BBQ Chicken Quesadillas'.
260116184222.625411_90D49C42EA271A2C-003,"In the Broccoli Recipe app, find out which category has the most recipes assigned to it and report the name of that category.",28,com.flauschcode.broccoli,Broccoli Recipe,260116184222.625411_90D49C42EA271A2C,"Tap the three-dot menu, select ""Edit"", change the cooking time to ""1 hr 30 mins"", and save the recipe.",TRUE,TRUE,task_3,,"Data aggregation, question answering",scenario_application,Multiple recipes must be assigned to various categories.
260116184222.625411_90D49C42EA271A2C-004,"In the Broccoli Recipe app, find all recipes with 'with' in their title. For each of these recipes, start the cooking assistant, navigate to the last step, then exit, and then mark the recipe as a favorite.",18,com.flauschcode.broccoli,Broccoli Recipe,260116184222.625411_90D49C42EA271A2C,"Tap the three-dot menu, select ""Edit"", change the cooking time to ""1 hr 30 mins"", and save the recipe.",TRUE,TRUE,task_4,,"Batch operation, cooking assistant interaction, marking favorites",step_progression,At least two recipes must have 'with' in their title.
260116184222.625411_90D49C42EA271A2C-005,"In the Broccoli Recipe app, find all recipes that are exact duplicates. For each set of duplicates, edit one copy to have a preparation time of '10 mins' and the other copy to have a preparation time of '1 hour'.",22,com.flauschcode.broccoli,Broccoli Recipe,260116184222.625411_90D49C42EA271A2C,"Tap the three-dot menu, select ""Edit"", change the cooking time to ""1 hr 30 mins"", and save the recipe.",TRUE,TRUE,task_5,,"Batch editing, handling duplicates",parameter_change,There must be at least one set of duplicate recipes in the app.
260116184222.625411_90D49C42EA271A2C-006,"In the Broccoli Recipe app, find the 'Beef Stir Fry' recipe and copy its entire ingredients list. Then, find all recipes titled 'Baked Cod with Lemon and Dill' and append the copied ingredients to their existing ingredients list.",24,com.flauschcode.broccoli,Broccoli Recipe,260116184222.625411_90D49C42EA271A2C,"Tap the three-dot menu, select ""Edit"", change the cooking time to ""1 hr 30 mins"", and save the recipe.",TRUE,TRUE,task_6,,"Data transfer, batch editing, text manipulation",scenario_application,The 'Beef Stir Fry' and at least one 'Baked Cod with Lemon and Dill' recipe must exist.
260116184329.815318_CCC81688A36BE557-001,"Add the following recipes into the Broccoli Recipe app:

Recipe: Lentil Soup
 description: A hearty and nutritious soup.
 servings: 6 servings
 preparationTime: 1 hr 15 mins
 ingredients: Lentils, carrots, celery, onion, vegetable broth.
 directions: Saute vegetables. Add lentils and broth. Simmer until lentils are tender.

Recipe: Classic Beef Chili
 description: A spicy and flavorful chili.
 servings: 8 servings
 preparationTime: 2 hrs 30 mins
 ingredients: Ground beef, beans, tomatoes, chili powder, cumin.
 directions: Brown beef. Add all other ingredients. Simmer for at least 2 hours.

Recipe: Lemon Herb Roasted Chicken
 description: A simple and elegant main course.
 servings: 4 servings
 preparationTime: 1 hr 45 mins
 ingredients: Whole chicken, lemon, rosemary, thyme, garlic.
 directions: Stuff chicken with herbs and lemon. Roast until cooked through.",36,com.flauschcode.broccoli,Broccoli Recipe,260116184329.815318_CCC81688A36BE557,"Tap the heart icon in the top right to add the ""BBQ Chicken Quesadillas"" recipe to your favorites.",TRUE,TRUE,task_1,,batch_creation,scenario_application,The Broccoli Recipe app should be on the main recipe list screen.
260116184329.815318_CCC81688A36BE557-002,"In the Broccoli Recipe app, find all recipes that are currently marked as favorites. For each of these recipes, if its title contains the word 'Chicken', change its serving size to 6. If its title contains the word 'Cod', change its serving size to 4.",22,com.flauschcode.broccoli,Broccoli Recipe,260116184329.815318_CCC81688A36BE557,"Tap the heart icon in the top right to add the ""BBQ Chicken Quesadillas"" recipe to your favorites.",TRUE,TRUE,task_2,,conditional_batch_edit,step_progression,At least one recipe containing 'Chicken' and one containing 'Cod' must be marked as favorites.
260116184329.815318_CCC81688A36BE557-003,"In the Broccoli Recipe app, start the cooking assistant for the 'Beef Stir Fry' recipe. Navigate to the second direction step and read the text. Exit the assistant. Then, find all recipes with 'Quesadillas' in the title and replace their entire directions with the text you just read.",25,com.flauschcode.broccoli,Broccoli Recipe,260116184329.815318_CCC81688A36BE557,"Tap the heart icon in the top right to add the ""BBQ Chicken Quesadillas"" recipe to your favorites.",TRUE,TRUE,task_3,,information_transfer,scenario_application,"The app must contain a 'Beef Stir Fry' recipe with at least two direction steps, and at least one recipe with 'Quesadillas' in the title."
260116184329.815318_CCC81688A36BE557-004,"In the Broccoli Recipe app, find the total number of servings across all recipes in the 'Breakfast' category and the total number of servings across all recipes in the 'Seafood' category. Report which category can serve more people in total.",20,com.flauschcode.broccoli,Broccoli Recipe,260116184329.815318_CCC81688A36BE557,"Tap the heart icon in the top right to add the ""BBQ Chicken Quesadillas"" recipe to your favorites.",TRUE,TRUE,task_4,,information_synthesis,agent_answer_space,The app must have 'Breakfast' and 'Seafood' categories with at least one recipe in each.
260116184329.815318_CCC81688A36BE557-005,"In the Broccoli Recipe app, delete all recipes where the directions include the word 'bake' AND the preparation time is less than 30 minutes.",18,com.flauschcode.broccoli,Broccoli Recipe,260116184329.815318_CCC81688A36BE557,"Tap the heart icon in the top right to add the ""BBQ Chicken Quesadillas"" recipe to your favorites.",TRUE,TRUE,task_5,,conditional_batch_delete,step_progression,The app must contain at least one recipe that meets these specific criteria.
260116184329.815318_CCC81688A36BE557-006,"In the Broccoli Recipe app, first create a new category called 'Temporary Favorites'. Then, mark every single recipe in the app as a favorite. Next, assign all recipes that are now favorites to the 'Temporary Favorites' category. Finally, remove all recipes from your favorites list, leaving the 'Temporary Favorites' category populated.",30,com.flauschcode.broccoli,Broccoli Recipe,260116184329.815318_CCC81688A36BE557,"Tap the heart icon in the top right to add the ""BBQ Chicken Quesadillas"" recipe to your favorites.",TRUE,TRUE,task_6,,batch_state_manipulation,scenario_application,The app should contain multiple recipes.
260116184329.815318_CCC81688A36BE557-007,"In the Broccoli Recipe app, find all recipes that are not assigned to any category. For each of these uncategorized recipes, if its preparation time is 1 hour or more, assign it to a new category called 'Long Projects'. Otherwise, delete the recipe.",28,com.flauschcode.broccoli,Broccoli Recipe,260116184329.815318_CCC81688A36BE557,"Tap the heart icon in the top right to add the ""BBQ Chicken Quesadillas"" recipe to your favorites.",TRUE,TRUE,task_7,,conditional_categorization_and_deletion,step_progression,"The app must contain several recipes that are not assigned to any category, with varying preparation times."
260116191117.440769_17E07E6C8ED2E3C3-001,"In the Broccoli Recipe app, find all recipes that have 'experimenting' in their description. For each of these recipes, create a new recipe with the title '[TEST] ' followed by the original recipe's title. Set the new recipe's preparation time to '1 min' and its servings to '1'.",35,com.flauschcode.broccoli,Broccoli Recipe,260116191117.440769_17E07E6C8ED2E3C3,"Tap the three-dot menu, select ""Edit"", change the cooking time to ""1 hr 15 mins"", and save the recipe.",TRUE,FALSE,task_1,,batch_creation_conditional,scenario_application,The app must contain at least two recipes with the word 'experimenting' in their description.
260116191117.440769_17E07E6C8ED2E3C3-002,"In the Broccoli Recipe app, find the 'Avocado Toast with Egg' recipe and copy its 'Source' field text. Then, find all other recipes that have an empty 'Source' field and paste the copied text into their 'Source' field.",28,com.flauschcode.broccoli,Broccoli Recipe,260116191117.440769_17E07E6C8ED2E3C3,"Tap the three-dot menu, select ""Edit"", change the cooking time to ""1 hr 15 mins"", and save the recipe.",TRUE,FALSE,task_2,,data_transfer_conditional_edit,step_progression,"The app must contain the 'Avocado Toast with Egg' recipe with text in its 'Source' field, and at least two other recipes with an empty 'Source' field."
260116191117.440769_17E07E6C8ED2E3C3-003,"In the Broccoli Recipe app, find all recipes titled 'BBQ Chicken Quesadillas'. Delete all but one of them. Then, edit the remaining one to have a preparation time equal to the sum of the preparation times of all the original 'BBQ Chicken Quesadillas' recipes.",25,com.flauschcode.broccoli,Broccoli Recipe,260116191117.440769_17E07E6C8ED2E3C3,"Tap the three-dot menu, select ""Edit"", change the cooking time to ""1 hr 15 mins"", and save the recipe.",TRUE,FALSE,task_3,,duplicate_management_aggregation,scenario_application,The app must contain at least two duplicate recipes titled 'BBQ Chicken Quesadillas'.
260116191117.440769_17E07E6C8ED2E3C3-004,"In the Broccoli Recipe app, find out which category has the most recipes assigned to it and report the name of that category.",20,com.flauschcode.broccoli,Broccoli Recipe,260116191117.440769_17E07E6C8ED2E3C3,"Tap the three-dot menu, select ""Edit"", change the cooking time to ""1 hr 15 mins"", and save the recipe.",TRUE,FALSE,task_4,,information_retrieval_aggregation,agent_answer_space,The app must have several recipes assigned to at least two different categories.
260116191117.440769_17E07E6C8ED2E3C3-005,"In the Broccoli Recipe app, find all recipes with 'with' in their title. For each of these recipes, start the cooking assistant, navigate to the last step, then exit, and then mark the recipe as a favorite.",30,com.flauschcode.broccoli,Broccoli Recipe,260116191117.440769_17E07E6C8ED2E3C3,"Tap the three-dot menu, select ""Edit"", change the cooking time to ""1 hr 15 mins"", and save the recipe.",TRUE,FALSE,task_5,,batch_workflow_feature_usage,step_progression,The app must contain at least two recipes with the word 'with' in their title.
260116191117.440769_17E07E6C8ED2E3C3-006,"In the Broccoli Recipe app, find all recipes that are exact duplicates. For each set of duplicates, edit one copy to have a preparation time of '10 mins' and the other copy to have a preparation time of '1 hour'.",26,com.flauschcode.broccoli,Broccoli Recipe,260116191117.440769_17E07E6C8ED2E3C3,"Tap the three-dot menu, select ""Edit"", change the cooking time to ""1 hr 15 mins"", and save the recipe.",TRUE,FALSE,task_6,,batch_edit_duplicates,parameter_change,The app must contain at least one set of exact duplicate recipes.
260116191117.440769_17E07E6C8ED2E3C3-007,"In the Broccoli Recipe app, find the 'Beef Stir Fry' recipe and copy its entire ingredients list. Then, find all recipes titled 'Baked Cod with Lemon and Dill' and append the copied ingredients to their existing ingredients list.",32,com.flauschcode.broccoli,Broccoli Recipe,260116191117.440769_17E07E6C8ED2E3C3,"Tap the three-dot menu, select ""Edit"", change the cooking time to ""1 hr 15 mins"", and save the recipe.",TRUE,FALSE,task_7,,data_transfer_batch_edit,scenario_application,The app must contain the 'Beef Stir Fry' recipe and at least one 'Baked Cod with Lemon and Dill' recipe.
